_step,epoch,ACC,DEO,DAO,run_id,name,group,seed,alpha_fixed
10,11,0.67,0.02499999999999991,0.062499999999999944,1ot4b1bu,baseline_german_gender_seed21,Baseline,21,
11,12,0.67,0.014999999999999902,0.04499999999999993,1ot4b1bu,baseline_german_gender_seed21,Baseline,21,
12,13,0.675,0.0050000000000000044,0.05249999999999999,1ot4b1bu,baseline_german_gender_seed21,Baseline,21,
13,14,0.68,0.015000000000000013,0.057499999999999996,1ot4b1bu,baseline_german_gender_seed21,Baseline,21,
14,15,0.695,0.010000000000000009,0.08000000000000002,1ot4b1bu,baseline_german_gender_seed21,Baseline,21,
15,16,0.7,0.0,0.050000000000000044,1ot4b1bu,baseline_german_gender_seed21,Baseline,21,
16,17,0.7,0.050000000000000044,0.08750000000000002,1ot4b1bu,baseline_german_gender_seed21,Baseline,21,
17,18,0.715,0.07500000000000007,0.050000000000000044,1ot4b1bu,baseline_german_gender_seed21,Baseline,21,
18,19,0.715,0.09999999999999998,0.04999999999999999,1ot4b1bu,baseline_german_gender_seed21,Baseline,21,
19,20,0.715,0.09999999999999998,0.04999999999999999,1ot4b1bu,baseline_german_gender_seed21,Baseline,21,
20,21,0.715,0.09999999999999998,0.04999999999999999,1ot4b1bu,baseline_german_gender_seed21,Baseline,21,
21,22,0.715,0.09999999999999998,0.04999999999999999,1ot4b1bu,baseline_german_gender_seed21,Baseline,21,
22,23,0.72,0.08999999999999997,0.057499999999999996,1ot4b1bu,baseline_german_gender_seed21,Baseline,21,
23,24,0.715,0.07999999999999996,0.05249999999999999,1ot4b1bu,baseline_german_gender_seed21,Baseline,21,
24,25,0.725,0.04500000000000004,0.04749999999999999,1ot4b1bu,baseline_german_gender_seed21,Baseline,21,
25,26,0.725,0.04500000000000004,0.04749999999999999,1ot4b1bu,baseline_german_gender_seed21,Baseline,21,
26,27,0.725,0.04500000000000004,0.04749999999999999,1ot4b1bu,baseline_german_gender_seed21,Baseline,21,
27,28,0.725,0.06999999999999995,0.04749999999999993,1ot4b1bu,baseline_german_gender_seed21,Baseline,21,
28,29,0.73,0.06999999999999995,0.034999999999999976,1ot4b1bu,baseline_german_gender_seed21,Baseline,21,
29,30,0.735,0.06999999999999995,0.06,1ot4b1bu,baseline_german_gender_seed21,Baseline,21,
0,1,0.595,0.040000000000000036,0.09500000000000003,r2acgcma,baseline_german_gender_seed23,Baseline,23,
1,2,0.655,0.03500000000000003,0.09250000000000003,r2acgcma,baseline_german_gender_seed23,Baseline,23,
2,3,0.67,0.05999999999999994,0.07999999999999996,r2acgcma,baseline_german_gender_seed23,Baseline,23,
3,4,0.695,0.03500000000000003,0.05499999999999999,r2acgcma,baseline_german_gender_seed23,Baseline,23,
4,5,0.7,0.04499999999999993,0.04749999999999999,r2acgcma,baseline_german_gender_seed23,Baseline,23,
5,6,0.69,0.04999999999999993,0.07499999999999996,r2acgcma,baseline_german_gender_seed23,Baseline,23,
6,7,0.68,0.04500000000000004,0.08500000000000002,r2acgcma,baseline_german_gender_seed23,Baseline,23,
7,8,0.69,0.050000000000000044,0.125,r2acgcma,baseline_german_gender_seed23,Baseline,23,
8,9,0.685,0.04500000000000004,0.11000000000000004,r2acgcma,baseline_german_gender_seed23,Baseline,23,
9,10,0.68,0.06499999999999995,0.1325,r2acgcma,baseline_german_gender_seed23,Baseline,23,
10,11,0.68,0.039999999999999925,0.09499999999999997,r2acgcma,baseline_german_gender_seed23,Baseline,23,
11,12,0.675,0.04999999999999993,0.09999999999999998,r2acgcma,baseline_german_gender_seed23,Baseline,23,
12,13,0.68,0.039999999999999925,0.09499999999999997,r2acgcma,baseline_german_gender_seed23,Baseline,23,
13,14,0.685,0.039999999999999925,0.06999999999999995,r2acgcma,baseline_german_gender_seed23,Baseline,23,
14,15,0.7,0.020000000000000018,0.03500000000000003,r2acgcma,baseline_german_gender_seed23,Baseline,23,
15,16,0.695,0.0050000000000000044,0.0025000000000000022,r2acgcma,baseline_german_gender_seed23,Baseline,23,
16,17,0.71,0.0050000000000000044,0.014999999999999958,r2acgcma,baseline_german_gender_seed23,Baseline,23,
17,18,0.7,0.04499999999999993,0.022499999999999964,r2acgcma,baseline_german_gender_seed23,Baseline,23,
18,19,0.705,0.05499999999999994,0.02749999999999997,r2acgcma,baseline_german_gender_seed23,Baseline,23,
19,20,0.71,0.05499999999999994,0.03999999999999998,r2acgcma,baseline_german_gender_seed23,Baseline,23,
20,21,0.715,0.05499999999999994,0.05249999999999999,r2acgcma,baseline_german_gender_seed23,Baseline,23,
21,22,0.71,0.07999999999999996,0.065,r2acgcma,baseline_german_gender_seed23,Baseline,23,
22,23,0.71,0.07999999999999996,0.065,r2acgcma,baseline_german_gender_seed23,Baseline,23,
23,24,0.71,0.07999999999999996,0.065,r2acgcma,baseline_german_gender_seed23,Baseline,23,
24,25,0.71,0.07999999999999996,0.065,r2acgcma,baseline_german_gender_seed23,Baseline,23,
25,26,0.705,0.07999999999999996,0.05249999999999999,r2acgcma,baseline_german_gender_seed23,Baseline,23,
26,27,0.71,0.07999999999999996,0.065,r2acgcma,baseline_german_gender_seed23,Baseline,23,
27,28,0.705,0.07999999999999996,0.05249999999999999,r2acgcma,baseline_german_gender_seed23,Baseline,23,
28,29,0.705,0.07999999999999996,0.05249999999999999,r2acgcma,baseline_german_gender_seed23,Baseline,23,
29,30,0.705,0.07999999999999996,0.05249999999999999,r2acgcma,baseline_german_gender_seed23,Baseline,23,
0,1,0.41,0.065,0.1075,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
1,2,0.44,0.019999999999999962,0.022499999999999992,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
2,3,0.54,0.014999999999999902,0.03249999999999997,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
3,4,0.625,0.0050000000000000044,0.015000000000000013,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
4,5,0.665,0.03500000000000003,0.04250000000000004,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
5,6,0.7,0.039999999999999925,0.03249999999999992,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
6,7,0.71,0.0,0.03749999999999998,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
7,8,0.725,0.030000000000000027,0.05249999999999999,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
8,9,0.73,0.030000000000000027,0.027500000000000024,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
9,10,0.72,0.0,0.024999999999999967,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
10,11,0.72,0.029999999999999916,0.03999999999999998,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
11,12,0.725,0.039999999999999925,0.07,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
12,13,0.725,0.015000000000000013,0.03250000000000003,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
13,14,0.715,0.015000000000000013,0.057499999999999996,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
14,15,0.71,0.05999999999999994,0.0675,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
15,16,0.715,0.05999999999999994,0.07999999999999996,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
16,17,0.72,0.05999999999999994,0.05499999999999994,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
17,18,0.715,0.05999999999999994,0.04249999999999998,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
18,19,0.72,0.05999999999999994,0.05499999999999994,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
19,20,0.725,0.05999999999999994,0.06749999999999995,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
20,21,0.725,0.05999999999999994,0.06749999999999995,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
21,22,0.725,0.05999999999999994,0.06749999999999995,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
22,23,0.73,0.06999999999999995,0.07249999999999995,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
23,24,0.73,0.06999999999999995,0.07249999999999995,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
24,25,0.73,0.06999999999999995,0.07249999999999995,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
25,26,0.725,0.05999999999999994,0.06749999999999995,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
26,27,0.725,0.05999999999999994,0.06749999999999995,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
27,28,0.725,0.08499999999999996,0.09249999999999997,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
28,29,0.725,0.07499999999999996,0.09999999999999998,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
29,30,0.725,0.10999999999999999,0.1175,b1qbx9aa,baseline_german_gender_seed27,Baseline,27,
0,1,0.605,0.07499999999999996,0.14999999999999997,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
1,2,0.66,0.010000000000000009,0.1175,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
2,3,0.725,0.07000000000000006,0.17250000000000004,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
3,4,0.73,0.06499999999999995,0.12,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
4,5,0.735,0.04999999999999993,0.125,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
5,6,0.725,0.04999999999999993,0.11249999999999993,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
6,7,0.715,0.06499999999999995,0.08250000000000002,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
7,8,0.71,0.09500000000000008,0.13500000000000006,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
8,9,0.725,0.08500000000000008,0.19250000000000003,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
9,10,0.74,0.07500000000000007,0.17500000000000004,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
10,11,0.745,0.07500000000000007,0.16250000000000003,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
11,12,0.735,0.08999999999999997,0.13249999999999998,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
12,13,0.735,0.08999999999999997,0.09499999999999997,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
13,14,0.735,0.08999999999999997,0.05749999999999994,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
14,15,0.735,0.11499999999999999,0.057499999999999996,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
15,16,0.735,0.13,0.09000000000000002,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
16,17,0.725,0.135,0.10500000000000004,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
17,18,0.725,0.135,0.10500000000000004,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
18,19,0.735,0.135,0.0925,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
19,20,0.735,0.16000000000000003,0.11750000000000002,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
20,21,0.73,0.16000000000000003,0.14250000000000004,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
21,22,0.73,0.16000000000000003,0.14250000000000004,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
22,23,0.73,0.16000000000000003,0.14250000000000004,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
23,24,0.725,0.15000000000000002,0.13750000000000004,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
24,25,0.715,0.13,0.12750000000000003,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
25,26,0.705,0.1449999999999999,0.13499999999999998,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
26,27,0.7,0.1100000000000001,0.10500000000000007,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
27,28,0.7,0.1100000000000001,0.10500000000000007,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
28,29,0.7,0.1100000000000001,0.10500000000000007,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
29,30,0.7,0.1100000000000001,0.10500000000000007,pt03cqzx,baseline_german_gender_seed24,Baseline,24,
0,1,0.645,0.0,0.024999999999999994,wldqymmf,baseline_german_gender_seed26,Baseline,26,
1,2,0.665,0.020000000000000018,0.03500000000000003,wldqymmf,baseline_german_gender_seed26,Baseline,26,
2,3,0.7,0.06499999999999995,0.05749999999999994,wldqymmf,baseline_german_gender_seed26,Baseline,26,
3,4,0.705,0.015000000000000013,0.007500000000000007,wldqymmf,baseline_german_gender_seed26,Baseline,26,
4,5,0.705,0.015000000000000013,0.007500000000000007,wldqymmf,baseline_german_gender_seed26,Baseline,26,
5,6,0.71,0.015000000000000013,0.020000000000000018,wldqymmf,baseline_german_gender_seed26,Baseline,26,
6,7,0.71,0.015000000000000013,0.020000000000000018,wldqymmf,baseline_german_gender_seed26,Baseline,26,
7,8,0.705,0.0,0.025000000000000022,wldqymmf,baseline_german_gender_seed26,Baseline,26,
8,9,0.715,0.010000000000000009,0.02999999999999997,wldqymmf,baseline_german_gender_seed26,Baseline,26,
9,10,0.735,0.019999999999999907,0.022499999999999964,wldqymmf,baseline_german_gender_seed26,Baseline,26,
10,11,0.725,0.039999999999999925,0.03249999999999997,wldqymmf,baseline_german_gender_seed26,Baseline,26,
11,12,0.735,0.010000000000000009,0.02999999999999997,wldqymmf,baseline_german_gender_seed26,Baseline,26,
12,13,0.715,0.040000000000000036,0.044999999999999984,wldqymmf,baseline_german_gender_seed26,Baseline,26,
13,14,0.72,0.040000000000000036,0.020000000000000018,wldqymmf,baseline_german_gender_seed26,Baseline,26,
14,15,0.725,0.040000000000000036,0.07,wldqymmf,baseline_german_gender_seed26,Baseline,26,
15,16,0.72,0.040000000000000036,0.09500000000000003,wldqymmf,baseline_german_gender_seed26,Baseline,26,
16,17,0.725,0.040000000000000036,0.10750000000000004,wldqymmf,baseline_german_gender_seed26,Baseline,26,
17,18,0.72,0.040000000000000036,0.09500000000000003,wldqymmf,baseline_german_gender_seed26,Baseline,26,
18,19,0.72,0.040000000000000036,0.09500000000000003,wldqymmf,baseline_german_gender_seed26,Baseline,26,
19,20,0.715,0.05500000000000005,0.07750000000000001,wldqymmf,baseline_german_gender_seed26,Baseline,26,
20,21,0.715,0.05500000000000005,0.07750000000000001,wldqymmf,baseline_german_gender_seed26,Baseline,26,
21,22,0.72,0.04500000000000004,0.06000000000000005,wldqymmf,baseline_german_gender_seed26,Baseline,26,
22,23,0.72,0.03500000000000003,0.0675,wldqymmf,baseline_german_gender_seed26,Baseline,26,
23,24,0.72,0.03500000000000003,0.0675,wldqymmf,baseline_german_gender_seed26,Baseline,26,
24,25,0.715,0.05999999999999994,0.07999999999999996,wldqymmf,baseline_german_gender_seed26,Baseline,26,
25,26,0.715,0.05999999999999994,0.07999999999999996,wldqymmf,baseline_german_gender_seed26,Baseline,26,
26,27,0.715,0.05999999999999994,0.07999999999999996,wldqymmf,baseline_german_gender_seed26,Baseline,26,
27,28,0.715,0.05999999999999994,0.07999999999999996,wldqymmf,baseline_german_gender_seed26,Baseline,26,
28,29,0.715,0.05999999999999994,0.07999999999999996,wldqymmf,baseline_german_gender_seed26,Baseline,26,
29,30,0.715,0.05999999999999994,0.07999999999999996,wldqymmf,baseline_german_gender_seed26,Baseline,26,
0,1,0.46,0.04999999999999999,0.03749999999999999,pra89cvp,baseline_german_gender_seed25,Baseline,25,
1,2,0.555,0.11999999999999994,0.05999999999999997,pra89cvp,baseline_german_gender_seed25,Baseline,25,
2,3,0.605,0.16500000000000004,0.08250000000000002,pra89cvp,baseline_german_gender_seed25,Baseline,25,
3,4,0.67,0.015000000000000013,0.10749999999999998,pra89cvp,baseline_german_gender_seed25,Baseline,25,
4,5,0.72,0.03499999999999992,0.14249999999999996,pra89cvp,baseline_german_gender_seed25,Baseline,25,
5,6,0.725,0.0050000000000000044,0.09000000000000002,pra89cvp,baseline_german_gender_seed25,Baseline,25,
6,7,0.715,0.0050000000000000044,0.040000000000000036,pra89cvp,baseline_german_gender_seed25,Baseline,25,
7,8,0.715,0.0050000000000000044,0.040000000000000036,pra89cvp,baseline_german_gender_seed25,Baseline,25,
8,9,0.715,0.0050000000000000044,0.065,pra89cvp,baseline_german_gender_seed25,Baseline,25,
9,10,0.72,0.04499999999999993,0.08499999999999996,pra89cvp,baseline_german_gender_seed25,Baseline,25,
10,11,0.715,0.08499999999999996,0.1175,pra89cvp,baseline_german_gender_seed25,Baseline,25,
11,12,0.725,0.07499999999999996,0.11249999999999999,pra89cvp,baseline_german_gender_seed25,Baseline,25,
12,13,0.73,0.08000000000000007,0.065,pra89cvp,baseline_german_gender_seed25,Baseline,25,
13,14,0.735,0.13,0.1275,pra89cvp,baseline_german_gender_seed25,Baseline,25,
14,15,0.755,0.15500000000000003,0.11499999999999999,pra89cvp,baseline_german_gender_seed25,Baseline,25,
15,16,0.75,0.18000000000000005,0.1275,pra89cvp,baseline_german_gender_seed25,Baseline,25,
16,17,0.75,0.17000000000000004,0.1475,pra89cvp,baseline_german_gender_seed25,Baseline,25,
17,18,0.75,0.16000000000000003,0.13000000000000003,pra89cvp,baseline_german_gender_seed25,Baseline,25,
18,19,0.745,0.16000000000000003,0.10500000000000004,pra89cvp,baseline_german_gender_seed25,Baseline,25,
19,20,0.74,0.15000000000000002,0.10000000000000003,pra89cvp,baseline_german_gender_seed25,Baseline,25,
20,21,0.74,0.15000000000000002,0.10000000000000003,pra89cvp,baseline_german_gender_seed25,Baseline,25,
21,22,0.74,0.15000000000000002,0.10000000000000003,pra89cvp,baseline_german_gender_seed25,Baseline,25,
22,23,0.735,0.15000000000000002,0.07500000000000001,pra89cvp,baseline_german_gender_seed25,Baseline,25,
23,24,0.735,0.14,0.08250000000000002,pra89cvp,baseline_german_gender_seed25,Baseline,25,
24,25,0.73,0.16500000000000004,0.09500000000000003,pra89cvp,baseline_german_gender_seed25,Baseline,25,
25,26,0.725,0.15500000000000003,0.09000000000000002,pra89cvp,baseline_german_gender_seed25,Baseline,25,
26,27,0.73,0.16500000000000004,0.09500000000000003,pra89cvp,baseline_german_gender_seed25,Baseline,25,
27,28,0.725,0.15500000000000003,0.09000000000000002,pra89cvp,baseline_german_gender_seed25,Baseline,25,
28,29,0.725,0.15500000000000003,0.09000000000000002,pra89cvp,baseline_german_gender_seed25,Baseline,25,
29,30,0.735,0.13,0.09000000000000002,pra89cvp,baseline_german_gender_seed25,Baseline,25,
0,1,0.585,0.08500000000000008,0.09250000000000003,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
1,2,0.65,0.08999999999999997,0.10749999999999998,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
2,3,0.685,0.09999999999999998,0.07500000000000001,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
3,4,0.705,0.040000000000000036,0.07,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
4,5,0.7,0.040000000000000036,0.044999999999999984,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
5,6,0.705,0.030000000000000027,0.03999999999999998,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
6,7,0.71,0.030000000000000027,0.027500000000000024,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
7,8,0.695,0.025000000000000022,0.025000000000000022,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
8,9,0.72,0.025000000000000022,0.03749999999999998,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
9,10,0.74,0.019999999999999907,0.05999999999999994,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
10,11,0.74,0.05500000000000005,0.07750000000000001,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
11,12,0.735,0.025000000000000022,0.11249999999999999,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
12,13,0.735,0.040000000000000036,0.09500000000000003,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
13,14,0.74,0.05500000000000005,0.065,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
14,15,0.735,0.03500000000000003,0.04250000000000004,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
15,16,0.735,0.03500000000000003,0.04250000000000004,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
16,17,0.73,0.025000000000000022,0.03750000000000003,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
17,18,0.735,0.03500000000000003,0.030000000000000027,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
18,19,0.73,0.025000000000000022,0.025000000000000022,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
19,20,0.73,0.025000000000000022,0.025000000000000022,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
20,21,0.725,0.04999999999999993,0.03749999999999998,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
21,22,0.71,0.08999999999999997,0.057499999999999996,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
22,23,0.7,0.10499999999999998,0.065,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
23,24,0.7,0.09499999999999997,0.06,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
24,25,0.705,0.09499999999999997,0.04749999999999999,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
25,26,0.705,0.09499999999999997,0.04749999999999999,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
26,27,0.705,0.09499999999999997,0.04749999999999999,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
27,28,0.71,0.09499999999999997,0.06,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
28,29,0.705,0.08500000000000008,0.05500000000000005,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
29,30,0.705,0.08500000000000008,0.05500000000000005,l54hbsdw,baseline_german_gender_seed29,Baseline,29,
0,1,0.395,0.065,0.045000000000000005,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
1,2,0.44,0.04999999999999999,0.024999999999999994,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
2,3,0.52,0.18000000000000005,0.19000000000000003,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
3,4,0.59,0.19999999999999996,0.16249999999999995,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
4,5,0.64,0.16499999999999992,0.16999999999999998,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
5,6,0.66,0.19500000000000006,0.14750000000000002,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
6,7,0.685,0.11499999999999999,0.12,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
7,8,0.69,0.07499999999999996,0.08749999999999997,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
8,9,0.69,0.07499999999999996,0.08749999999999997,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
9,10,0.695,0.06499999999999995,0.05749999999999994,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
10,11,0.7,0.06499999999999995,0.08249999999999996,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
11,12,0.705,0.08000000000000007,0.09000000000000008,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
12,13,0.705,0.07000000000000006,0.07250000000000006,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
13,14,0.72,0.07000000000000006,0.07250000000000001,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
14,15,0.73,0.08500000000000008,0.05500000000000005,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
15,16,0.735,0.135,0.08000000000000002,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
16,17,0.735,0.125,0.08749999999999997,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
17,18,0.745,0.125,0.08750000000000002,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
18,19,0.745,0.15000000000000002,0.08750000000000002,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
19,20,0.74,0.17500000000000004,0.10000000000000003,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
20,21,0.735,0.13,0.07750000000000001,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
21,22,0.735,0.13,0.07750000000000001,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
22,23,0.73,0.12,0.07250000000000001,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
23,24,0.73,0.12,0.07250000000000001,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
24,25,0.73,0.12,0.07250000000000001,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
25,26,0.73,0.12,0.07250000000000001,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
26,27,0.72,0.09999999999999998,0.0625,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
27,28,0.72,0.09999999999999998,0.0625,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
28,29,0.72,0.09999999999999998,0.0625,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
29,30,0.715,0.08999999999999997,0.057499999999999996,4n6rt7or,baseline_german_gender_seed28,Baseline,28,
0,1,0.64,0.04999999999999993,0.04999999999999999,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
1,2,0.675,0.03500000000000003,0.017500000000000016,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
2,3,0.685,0.039999999999999925,0.044999999999999984,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
3,4,0.69,0.029999999999999916,0.03999999999999998,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
4,5,0.7,0.010000000000000009,0.030000000000000027,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
5,6,0.705,0.0,0.025000000000000022,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
6,7,0.7,0.02499999999999991,0.03749999999999998,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
7,8,0.7,0.0050000000000000044,0.02749999999999997,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
8,9,0.71,0.0050000000000000044,0.05249999999999999,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
9,10,0.715,0.010000000000000009,0.017500000000000016,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
10,11,0.725,0.010000000000000009,0.04249999999999998,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
11,12,0.72,0.07500000000000007,0.11249999999999999,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
12,13,0.715,0.08999999999999997,0.10749999999999998,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
13,14,0.725,0.07500000000000007,0.10000000000000003,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
14,15,0.73,0.07500000000000007,0.050000000000000044,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
15,16,0.72,0.08999999999999997,0.057499999999999996,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
16,17,0.72,0.08999999999999997,0.057499999999999996,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
17,18,0.72,0.08999999999999997,0.057499999999999996,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
18,19,0.72,0.08999999999999997,0.057499999999999996,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
19,20,0.705,0.12,0.06,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
20,21,0.7,0.10999999999999999,0.05499999999999999,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
21,22,0.705,0.10999999999999999,0.0675,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
22,23,0.71,0.12,0.10999999999999999,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
23,24,0.71,0.12,0.10999999999999999,1vc7txci,fixed_alpha0.05_german_gender_seed1,FixedAlpha_0.05,1,
